MANDT,KUNNR,DUNS_CONF_CODE,CREATE_TS,CREATE_USER,UPDATE_TS,CAP_IND,COV_ELG_IND
100,0011355523,10,2020-03-17 06:12:28,LH_CREATE,2020-03-26 05:18:53,Y,Y
100,0011882652,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011883460,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011883488,05,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011884786,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011885484,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011886221,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011886315,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011886771,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011889673,08,2020-03-05 15:22:43,LH_CREATE,2020-03-31 05:02:02,N,Y
100,0011890275,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011890287,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011890810,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011891050,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011891387,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011891740,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011892059,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011892239,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011892359,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011892416,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011892531,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011892555,07,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011892556,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011892838,10,2020-03-05 15:22:43,LH_CREATE,2020-03-31 05:02:02,Y,Y
100,0011892850,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011892863,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011893560,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011893764,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011893877,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011894385,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011894691,07,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011894873,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011895209,09,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011895249,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011895674,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011895747,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011895762,07,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011895946,09,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011896058,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011896224,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011896753,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011897077,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011897165,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011897300,00,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011897765,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011898160,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011898221,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011898313,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011898319,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011898840,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011899451,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011899798,06,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011899991,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011900434,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011900651,06,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011900761,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011900773,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011900872,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011901043,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011901044,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011901211,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011901316,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011902204,06,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011902248,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011903174,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011903278,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011903732,06,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011903969,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011904094,05,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011904380,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011904446,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011904471,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011906208,05,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011906498,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011906557,06,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011908684,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011909301,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011909373,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011909629,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011909759,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011909907,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011910337,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011911224,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011911230,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011911242,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011911340,06,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011911895,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011912265,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011912689,07,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,N,Y
100,0011913457,10,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0011914820,08,2020-03-05 15:22:43,LH_CREATE,2020-03-05 15:22:43,Y,Y
100,0012194960,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012195488,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012196031,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012196066,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012196462,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012196577,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012196818,06,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012197452,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012197510,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012197798,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012198080,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012198088,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012198191,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012198668,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012198775,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012199125,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012200489,00,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012200495,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012200676,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012201334,06,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012201601,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012201888,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012202144,06,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012202406,06,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012202702,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012202973,09,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012203018,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012203209,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012203754,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012203848,06,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012203942,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012204131,06,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012204281,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012204359,09,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012204585,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012204801,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012205019,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012205680,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012205772,09,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012206190,05,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012206591,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012206653,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012206788,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012207245,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012207377,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012207611,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012207622,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012207771,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012207948,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012208610,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012208916,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012208953,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012208956,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012209016,10,2020-03-05 15:22:44,LH_CREATE,2020-03-31 05:03:48,N,Y
100,0012209080,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012209158,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012209389,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012209508,06,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012209932,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012210173,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012210301,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012210360,09,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012210424,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012210444,06,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012210580,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012210737,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012210761,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012211061,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012211209,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012211270,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012211785,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012211792,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012211816,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012212145,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012212439,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012212756,07,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012212903,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012212932,09,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012213465,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012214565,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012215596,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012215760,08,2020-03-05 15:22:44,LH_CREATE,2020-03-31 05:03:41,Y,Y
100,0012215980,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012216442,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012216766,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012217037,08,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012217554,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012219317,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012219552,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0012220558,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,Y,Y
100,0012528367,10,2020-03-05 15:22:44,LH_CREATE,2020-03-05 15:22:44,N,Y
100,0016784220,06,2020-03-05 15:59:13,LH_CREATE,2020-03-05 15:59:13,N,Y
100,0019019282,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0019058891,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0019058968,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0019070544,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0019078719,06,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0019417538,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0019507252,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0019512426,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0019877748,05,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0019880579,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0019882087,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0019960285,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0019960811,07,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0019995924,06,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0020051145,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020052034,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020064623,07,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0020088250,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0020088477,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020181422,09,2020-03-05 16:28:19,LH_CREATE,2020-03-31 05:03:21,Y,Y
100,0020484167,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020598480,05,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0020609294,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020623898,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020624758,00,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020632442,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020632896,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020639299,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020647928,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0020651937,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0020663817,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020663837,05,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0020690514,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0020690636,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020993806,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0020997384,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021350922,09,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021352278,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021356288,05,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021428610,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021447877,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021459727,09,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021462168,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021476371,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021613093,09,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021616390,06,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021620971,05,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021652495,06,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021679499,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021680157,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021687101,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021688156,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021783868,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021790420,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021825120,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021826080,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021827184,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021854926,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021880211,00,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021880220,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021890616,00,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021902261,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021928201,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021960275,07,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
100,0021989470,10,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,Y,Y
100,0021991918,08,2020-03-05 16:28:19,LH_CREATE,2020-03-05 16:28:19,N,Y
